"csv_industry_code","ewb_industry_code","industry_title"
"SIC_0I8711","0I8711","SIC 8711 Engineering services"
"SIC_0I8712","0I8712","SIC 8712 Architectural services"
"SIC_0I8713","0I8713","SIC 8713 Surveying services"
"SIC_0I872","0I872","SIC 872 Accounting, Auditing, & Bookkeeping"
"SIC_0I8721","0I8721","SIC 8721 Accounting, auditing, & bookkeeping"
"SIC_0I873","0I873","SIC 873 Research and Testing Services"
"SIC_0I8731","0I8731","SIC 8731 Commercial physical research"
"SIC_0I8732","0I8732","SIC 8732 Commercial nonphysical research"
"SIC_0I8733","0I8733","SIC 8733 Noncommercial research organizations"
"SIC_0I8734","0I8734","SIC 8734 Testing laboratories"
"SIC_0I874","0I874","SIC 874 Management and Public Relations"
"SIC_0I8741","0I8741","SIC 8741 Management services"
"SIC_0I8742","0I8742","SIC 8742 Management consulting services"
"SIC_0I8743","0I8743","SIC 8743 Public relations services"
"SIC_0I8744","0I8744","SIC 8744 Facilities support services"
"SIC_0I8748","0I8748","SIC 8748 Business consulting, nec"
"SIC_0I88","0I88","SIC 88 Private Households"
"SIC_0I881","0I881","SIC 881 Private Households"
"SIC_0I8811","0I8811","SIC 8811 Private households"
"SIC_0I89","0I89","SIC 89 Services, not elsewhere classified"
"SIC_0I891","0I891","1972 SIC 891 Engineering & Architectural Services"
"SIC_0I8911","0I8911","1972 SIC 8911 Engineering & Architectural Services"
"SIC_0I892","0I892","1972 SIC 892 Noncommercial Research Organizations"
"SIC_0I8922","0I8922","1972 SIC 8922 Noncommercial Research Organizations"
"SIC_0I893","0I893","1972 SIC 893 Accounting, Auditing, & Bookkeeping"
"SIC_0I8931","0I8931","1972 SIC 8931 Accounting, Auditing & Bookkeeping"
"SIC_0I899","0I899","SIC 899 Services, NEC"
"SIC_0I8999","0I8999","SIC 8999 Services, nec"
"SIC_0J91","0J91","SIC 91 Executive, Legislative, and General"
"SIC_0J911","0J911","SIC 911 Executive Offices"
"SIC_0J9111","0J9111","SIC 9111 Executive offices"
"SIC_0J912","0J912","SIC 912 Legislative Bodies"
"SIC_0J9121","0J9121","SIC 9121 Legislative bodies"
"SIC_0J913","0J913","SIC 913 Executive and Legislative Combined"
"SIC_0J9131","0J9131","SIC 9131 Executive and legislative combined"
"SIC_0J919","0J919","SIC 919 General Government, NEC"
"SIC_0J9199","0J9199","SIC 9199 General government, nec"
"SIC_0J92","0J92","SIC 92 Justice, Public Order, and Safety"
"SIC_0J921","0J921","SIC 921 Courts"
"SIC_0J9211","0J9211","SIC 9211 Courts"
"SIC_0J922","0J922","SIC 922 Public Order and Safety"
"SIC_0J9221","0J9221","SIC 9221 Police protection"
"SIC_0J9222","0J9222","SIC 9222 Legal counsel and prosecution"
"SIC_0J9223","0J9223","SIC 9223 Correctional institutions"
"SIC_0J9224","0J9224","SIC 9224 Fire protection"
"SIC_0J9229","0J9229","SIC 9229 Public order and safety, nec"
"SIC_0J93","0J93","SIC 93 Finance, Taxation, & Monetary Policy"
"SIC_0J931","0J931","SIC 931 Finance, Taxation, & Monetary Policy"
"SIC_0J9311","0J9311","SIC 9311 Finance, taxation, & monetary policy"
"SIC_0J94","0J94","SIC 94 Administration of Human Resources"
"SIC_0J941","0J941","SIC 941 Admin. of Educational Programs"
"SIC_0J9411","0J9411","SIC 9411 Admin. of educational programs"
"SIC_0J943","0J943","SIC 943 Admin. of Public Health Programs"
"SIC_0J9431","0J9431","SIC 9431 Admin. of public health programs"
"SIC_0J944","0J944","SIC 944 Admin. of Social & Manpower Programs"
"SIC_0J9441","0J9441","SIC 9441 Admin. of social & manpower programs"
"SIC_0J945","0J945","SIC 945 Administration of Veterans'' Affairs"
"SIC_0J9451","0J9451","SIC 9451 Administration of veterans'' affairs"
"SIC_0J95","0J95","SIC 95 Environmental Quality and Housing"
"SIC_0J951","0J951","SIC 951 Environmental Quality"
"SIC_0J9511","0J9511","SIC 9511 Air, water, & solid waste management"
"SIC_0J9512","0J9512","SIC 9512 Land, mineral, wildlife conservation"
"SIC_0J953","0J953","SIC 953 Housing and Urban Development"
"SIC_0J9531","0J9531","SIC 9531 Housing programs"
"SIC_0J9532","0J9532","SIC 9532 Urban and community development"
"SIC_0J96","0J96","SIC 96 Administration of Economic Programs"
"SIC_0J961","0J961","SIC 961 Admin. of General Economic Programs"
"SIC_0J9611","0J9611","SIC 9611 Admin. of general economic programs"
"SIC_0J962","0J962","SIC 962 Regulation, Admin. of Transportation"
"SIC_0J9621","0J9621","SIC 9621 Regulation, admin. of transportation"
"SIC_0J963","0J963","SIC 963 Regulation, Admin. of Utilities"
"SIC_0J9631","0J9631","SIC 9631 Regulation, admin. of utilities"
"SIC_0J964","0J964","SIC 964 Regulation of Agricultural Marketing"
"SIC_0J9641","0J9641","SIC 9641 Regulation of agricultural marketing"
"SIC_0J965","0J965","SIC 965 Regulation Misc. Commercial Sectors"
"SIC_0J9651","0J9651","SIC 9651 Regulation misc. commercial sectors"
"SIC_0J966","0J966","SIC 966 Space Research and Technology"
"SIC_0J9661","0J9661","SIC 9661 Space research and technology"
"SIC_0J97","0J97","SIC 97 National Security and Intl. Affairs"
"SIC_0J971","0J971","SIC 971 National Security"
"SIC_0J9711","0J9711","SIC 9711 National security"
"SIC_0J972","0J972","SIC 972 International Affairs"
"SIC_0J9721","0J9721","SIC 9721 International affairs"
"SIC_0K99","0K99","SIC 99 Nonclassifiable Establishments"
"SIC_0K999","0K999","SIC 999 Nonclassifiable Establishments"
"SIC_0K9999","0K9999","SIC 9999 Nonclassifiable establishments"
